domain,category,score,first_seen,last_seen,ports,ip,url,type,file_hash
,THREATFOX,0.0,2025-04-21,2025-04-21,,88.214.48.66,,Intel::ADDR,
,THREATFOX,0.0,2025-04-21,2025-04-21,,88.214.48.66,,Intel::ADDR,
,THREATFOX,0.0,2025-04-21,2025-04-21,,147.185.221.27,,Intel::ADDR,
,THREATFOX,0.0,2025-04-21,2025-04-21,,88.214.48.66,,Intel::ADDR,
,THREATFOX,0.0,2025-04-21,2025-04-21,,88.214.48.64,,Intel::ADDR,
,THREATFOX,0.0,2025-04-21,2025-04-21,,88.214.48.64,,Intel::ADDR,
,THREATFOX,0.0,2025-04-21,2025-04-21,,88.243.7.236,,Intel::ADDR,
,THREATFOX,0.0,2025-04-21,2025-04-21,,88.214.48.66,,Intel::ADDR,
,THREATFOX,0.0,2025-04-21,2025-04-21,,88.214.48.66,,Intel::ADDR,
,THREATFOX,0.0,2025-04-21,2025-04-21,,88.214.48.66,,Intel::ADDR,
,THREATFOX,0.0,2025-04-21,2025-04-21,,88.214.48.65,,Intel::ADDR,
,THREATFOX,0.0,2025-04-21,2025-04-21,,88.214.48.66,,Intel::ADDR,
,THREATFOX,0.0,2025-04-21,2025-04-21,,88.214.48.65,,Intel::ADDR,
,THREATFOX,0.0,2025-04-21,2025-04-21,,88.214.48.66,,Intel::ADDR,
,THREATFOX,0.0,2025-04-21,2025-04-21,,88.214.48.66,,Intel::ADDR,
,THREATFOX,0.0,2025-04-21,2025-04-21,,88.214.48.64,,Intel::ADDR,
,THREATFOX,0.0,2025-04-21,2025-04-21,,3.67.15.169,,Intel::ADDR,
,THREATFOX,0.0,2025-04-21,2025-04-21,,35.157.111.131,,Intel::ADDR,
,THREATFOX,0.0,2025-04-21,2025-04-21,,88.214.48.64,,Intel::ADDR,
,THREATFOX,0.0,2025-04-21,2025-04-21,,88.214.48.65,,Intel::ADDR,
,THREATFOX,0.0,2025-04-21,2025-04-21,,88.214.48.66,,Intel::ADDR,
,THREATFOX,0.0,2025-04-21,2025-04-21,,212.237.218.41,,Intel::ADDR,
,THREATFOX,0.0,2025-04-21,2025-04-21,,212.237.218.41,,Intel::ADDR,
,THREATFOX,0.0,2025-04-21,2025-04-21,,23.227.167.188,,Intel::ADDR,
,THREATFOX,0.0,2025-04-21,2025-04-21,,23.227.167.188,,Intel::ADDR,
,THREATFOX,0.0,2025-04-21,2025-04-21,,196.251.90.83,,Intel::ADDR,
,THREATFOX,0.0,2025-04-21,2025-04-21,,196.251.90.83,,Intel::ADDR,
,THREATFOX,0.0,2025-04-21,2025-04-21,,84.247.148.249,,Intel::ADDR,
,THREATFOX,0.0,2025-04-21,2025-04-21,,84.247.148.249,,Intel::ADDR,
,THREATFOX,0.0,2025-04-21,2025-04-21,,47.128.167.206,,Intel::ADDR,
,THREATFOX,0.0,2025-04-21,2025-04-21,,47.128.167.206,,Intel::ADDR,
,THREATFOX,0.0,2025-04-21,2025-04-21,,171.22.31.46,,Intel::ADDR,
,THREATFOX,0.0,2025-04-21,2025-04-21,,171.22.31.46,,Intel::ADDR,
,THREATFOX,0.0,2025-04-21,2025-04-21,,196.251.87.16,,Intel::ADDR,
,THREATFOX,0.0,2025-04-21,2025-04-21,,196.251.87.16,,Intel::ADDR,
,THREATFOX,0.0,2025-04-21,2025-04-21,,45.33.7.49,,Intel::ADDR,
,THREATFOX,0.0,2025-04-21,2025-04-21,,45.33.7.49,,Intel::ADDR,
,THREATFOX,0.0,2025-04-21,2025-04-21,,51.15.194.103,,Intel::ADDR,
,THREATFOX,0.0,2025-04-21,2025-04-21,,51.15.194.103,,Intel::ADDR,
