domain,category,score,first_seen,last_seen,ports,ip,url,type,file_hash
,Compromised-IPs,0.0,2026-07-31,2026-07-31,,192.241.120.184,,Intel::ADDR,
,Compromised-IPs,0.0,2026-07-31,2026-07-31,,193.24.211.76,,Intel::ADDR,
,Compromised-IPs,0.0,2026-07-31,2026-07-31,,195.158.6.38,,Intel::ADDR,
,Compromised-IPs,0.0,2026-07-31,2026-07-31,,195.178.110.137,,Intel::ADDR,
,Compromised-IPs,0.0,2026-07-31,2026-07-31,,195.93.244.97,,Intel::ADDR,
,Compromised-IPs,0.0,2026-07-31,2026-07-31,,200.159.29.90,,Intel::ADDR,
,Compromised-IPs,0.0,2026-07-31,2026-07-31,,200.234.227.140,,Intel::ADDR,
,Compromised-IPs,0.0,2026-07-31,2026-07-31,,20.197.50.156,,Intel::ADDR,
,Compromised-IPs,0.0,2026-07-31,2026-07-31,,202.134.23.229,,Intel::ADDR,
,Compromised-IPs,0.0,2026-07-31,2026-07-31,,202.155.157.131,,Intel::ADDR,
,Compromised-IPs,0.0,2026-07-31,2026-07-31,,202.183.141.133,,Intel::ADDR,
,Compromised-IPs,0.0,2026-07-31,2026-07-31,,20.244.45.55,,Intel::ADDR,
,Compromised-IPs,0.0,2026-07-31,2026-07-31,,202.69.169.162,,Intel::ADDR,
,Compromised-IPs,0.0,2026-07-31,2026-07-31,,207.175.107.78,,Intel::ADDR,
,Compromised-IPs,0.0,2026-07-31,2026-07-31,,207.175.118.223,,Intel::ADDR,
,Compromised-IPs,0.0,2026-07-31,2026-07-31,,207.175.122.122,,Intel::ADDR,
,Compromised-IPs,0.0,2026-07-31,2026-07-31,,207.175.12.231,,Intel::ADDR,
,Compromised-IPs,0.0,2026-07-31,2026-07-31,,207.175.139.164,,Intel::ADDR,
,Compromised-IPs,0.0,2026-07-31,2026-07-31,,207.175.152.192,,Intel::ADDR,
,Compromised-IPs,0.0,2026-07-31,2026-07-31,,207.175.159.11,,Intel::ADDR,
,Compromised-IPs,0.0,2026-07-31,2026-07-31,,207.175.34.136,,Intel::ADDR,
,Compromised-IPs,0.0,2026-07-31,2026-07-31,,207.175.36.236,,Intel::ADDR,
,Compromised-IPs,0.0,2026-07-31,2026-07-31,,207.175.41.109,,Intel::ADDR,
,Compromised-IPs,0.0,2026-07-31,2026-07-31,,207.175.47.52,,Intel::ADDR,
,Compromised-IPs,0.0,2026-07-31,2026-07-31,,207.175.50.104,,Intel::ADDR,
,Compromised-IPs,0.0,2026-07-31,2026-07-31,,207.175.61.115,,Intel::ADDR,
,Compromised-IPs,0.0,2026-07-31,2026-07-31,,207.175.6.167,,Intel::ADDR,
,Compromised-IPs,0.0,2026-07-31,2026-07-31,,207.175.73.142,,Intel::ADDR,
,Compromised-IPs,0.0,2026-07-31,2026-07-31,,207.175.79.48,,Intel::ADDR,
,Compromised-IPs,0.0,2026-07-31,2026-07-31,,207.175.8.200,,Intel::ADDR,
,Compromised-IPs,0.0,2026-07-31,2026-07-31,,207.175.9.229,,Intel::ADDR,
